product_id	product_type_name	product_name	encoded_product_id
302013	Compressors	Powerplus POWX1705 Compressor	1580
309158	Melkopschuimers	Philips Senseo Melkopschuimer CA6500/60	1725
311490	Multigrooms	BaByliss for Men E837E	4293
311781	Rijstkokers	Russell Hobbs Rijstkoker	3644
315293	pc speakers	Trust GXT 38 2.1 Subwoofer Speaker Set	2200
316035	Printers	HP LaserJet Pro 500 Color MFP M570DW	4579
321643	Opladers voor laptops	Apple MacBook Pro Retina MagSafe2 Adapter 85W (MD506Z/A)	4247
322039	Home cinema sets	Sony BDV-E2100	1214
323414	Muizen	Microsoft Wireless Mobile Mouse 3500	2257
328713	Vaste telefoons	Gigaset E310 DUO Big Button Silver	2795
329914	Pannen	BK Q-linair Master Glas Pannenset 4-delig	4726
330866	Boormachines	Bosch PBH 2100 RE + SDS-Plus Borenset	2367
331086	Schuurmachines	Powerplus POWX0478 Muur- en plafondschuurder	3315
331576	Mobiele telefoons	Fysic Big Button Comfort FM-7500 Zwart	781
332012	Opladers voor laptops	Trust Primo Universele Laptop AC-Adapter 90W	4773
333281	monitorarmen	NewStar Monitorbeugel FPMA-D960D	2114
334825	Vaste telefoons	Gigaset C530 Duo	2972
338510	Access points	TP-Link TL-WA901ND	3555
338654	powerline adapters	TP-Link TL-PA4010P Starter Kit	977
342604	Bloeddrukmeters	Medisana BU510 Bovenarmbloeddrukmeter	3812
344522	Boormachines	Metabo BS 18 LT 2,0Ah Accuboormachine	2891
345206	Weerstations	Netatmo Weerstation	2663
349429	Koffieapparaten Espresso Halfautomatisch	Solis Caffespresso Pro 117	3032
352797	Toetsenbord en muis sets	Logitech MK270 draadloos toetsenbord en muis QWERTY	1944
352808	Toetsenbord en muis sets	Logitech MK270 Draadloos Toetsenbord en Muis AZERTY	4834
353494	Terrasverwarmers	Eurom Flameheater Terrasverwarmer (NL)	1836
353503	Terrasverwarmers	Eurom Outdoor Heatpanel	2190
353510	Terrasverwarmers	Eurom Area Lounge Heater (NL)	2286
354440	Magnetrons	Panasonic NN-DF383BEPG	1394
354722	Luchtbevochtigers	Medisana UHW	2797
356290	Telefoonhouders	Brodit Universele Passive Holder 62-77/6-10	2321
356994	Terrasverwarmers	Eurom Golden 1300 Comfort Terrasverwarmer	4944
359335	Ladders	Altrex Varitrex Plus	3496
360908	Harde schijven extern	WD Elements Portable 1 TB	558
360926	Harde schijven extern	WD Elements Portable 2 TB	301
363144	Switches IT	TP-Link TL-SG105	1351
363446	Magnetrons	Inventum MN305C	2982
364106	Opladers voor laptops	Apple MacBook MagSafe 2  Power Adapter 45W (MD592Z/A)	4306
364165	Kabel converters	Apple Thunderbolt naar Gigabit Ethernet Adapter	4191
367153	Magnetrons	Sharp R-931 INW	589
367192	Magnetrons	Sharp R-931 BKW	2487
367334	Magnetrons	Sharp R-961 INW	849
367389	Magnetrons	Sharp R-971 WW	4608
367398	Magnetrons	Sharp R-971 INW	1122
367552	Magnetrons	Sharp R-971 STW	4867
367837	Vaste telefoons	Panasonic KX-TG6812NLB	1427
367870	Vaste telefoons	Panasonic KX-TG6813	3093
367877	Vaste telefoons	Panasonic KX-TG6821	2936
367881	Vaste telefoons	Panasonic KX-TG6822	1152
367896	Vaste telefoons	Panasonic KX-TG6823	921
368276	Foodprocessors	Philips HR7769/00 Viva+ foodprocessor	4111
368302	Juicers	Philips HR1836/00 Viva	4084
369341	Stijltangen	Max Pro Evolution Black	2430
369489	Scanners	Epson Perfection V550 Photo	2954
372701	Harde schijven intern HDD	WD Red WD40EFRX 4 TB	2239
376205	cameralenzen	Canon EF-S 55-250mm f/4-5.6 IS STM	2849
377577	Koffieapparaten Espresso Halfautomatisch	DeLonghi BCO421	2816
377733	Prullenbakken	Hailo Tandem de Luxe 2x15 liter	870
377739	Prullenbakken	Hailo Tandem de Luxe 24/7 liter	2129
377741	Prullenbakken	Hailo Raumspar Tandem 2x18 liter	3623
377857	Telefoonhouders	Samsung Vehicle Dock Kit	4094
382949	Koffieapparaten Cups & Pads	Krups Dolce Gusto Mini Me Grijs KP1201	2757
382960	Koffieapparaten Cups & Pads	Krups Dolce Gusto Mini Me Zwart KP1208	1282
382968	Koffieapparaten Cups & Pads	Krups Dolce Gusto Genio 2 Zwart KP1608	500
382976	Koffieapparaten Cups & Pads	Krups Dolce Gusto Genio 2 Titan KP160T	825
383143	Stijltangen	CHI G2 Ceramic & Titanium	4601
385742	multitools	DeWalt DWE315KT Multitool	3610
386822	wifi speakers	Sonos Play:1 wit	2989
386826	wifi speakers	Sonos Play:1 zwart	1328
387095	Printers	Brother HL-1110	2621
388237	Ovens	Zanussi ZNF44X	2592
388261	powerline adapters	TP-Link TL-WPA4220TKIT Network Kit	862
389311	pc speakers	Logitech Z150 2.0 Speakersysteem	1882
393821	Digitale camera's CSC	Sony Alpha A7 + FE 28-70mm f/3.5-5.6 OSS	4105
394007	Koelkasten	Samsung RB29FERNCSA/EF	430
394149	Muizen	Microsoft Sculpt Comfort Mouse	4783
396374	wifi speakers	SONOS Play:1 5.1 set Zwart	1050
398192	Koelkasten	SMEG FAB10HRNE	4476
399388	Magnetrons	Bosch HMT84M451	4792
399516	Hygrometers	Beurer HM16 hygrometer	2769
399524	Luchtbevochtigers	Stadler Form Oskar White	4798
401383	Routers	Netgear Nighthawk AC1900	1615
402575	multifrezen	Makita RT0700CX3J Multifrees	2223
402939	Bladblazers	Black & Decker GW3050 bladblazer	4810
403806	cameramicrofoons	Rode Videomic GO	3286
404459	Vaste telefoons	Panasonic KX-PRW120	4283
408914	Personenweegschalen	Omron HBF511	3188
409291	Personenweegschalen	Medisana PSD	3175
412232	Personenweegschalen	Tanita BC-545N	4127
416154	Cirkelzagen	Makita SP6000J1X Invalcirkelzaag	2909
425350	Muizen	Logitech Corded Mouse M500	4679
426358	Koffieapparaten Filter	Technivorm Moccamaster KBG741 AO Mat Chroom	2827
427218	Koffieapparaten Espresso Volautomatisch	JURA IMPRESSA C65 Platina	3009
429778	Printers	Canon PIXMA MX475	1595
432426	Koffieapparaten Cups & Pads	Magimix Nespresso Inissia Zwart M105	584
432810	subwoofers	Jamo SUB 210 Zwart	2557
433038	Digitale camera's CSC	Sony Alpha A6000 Zwart + PZ 16-50mm f/3.5-5.6 OSS	1140
434234	Digitale camera's compact	Sony CyberShot DSC-HX400V	3516
434370	Digitale camera's compact	Sony CyberShot DSC-HX60	2981
434376	Digitale camera's compact	Sony CyberShot DSC-WX350 Black	2606
434427	Digitale camera's compact	Sony CyberShot DSC-W830 Black	3865
434494	Digitale camera's compact	Sony CyberShot DSC-W810 Black	4474
435296	Koffieapparaten Cups & Pads	DeLonghi Nespresso Lattissima Pro EN750 Zilver	1417
436631	Routers	Asus RT-AC68U Zwart	2080
436633	Routers	Asus RT-AC66U	4329
439117	Camcorders	Sony HDR-CX240	4418
440048	Home cinema sets	Sony BDV-N7200W	631
440119	Home cinema sets	Sony BDV-N5200W	1674
440628	Laptop sleeves	Case Logic Sleeve 15,6'' LAPS-116 Zwart	1693
440671	Massagekussens	Medisana MC825	4273
440891	handmassage apparaten	Beurer MG40	4584
445071	Was-droogcombinaties	Indesit XWDA 751480X WWWG EU	2943
446680	Wekkers	Philips AJB3552	2747
447121	powerline adapters	TP-Link TL-WPA4226KIT	3686
448278	Hartslagsensoren	Wahoo TICKR	2306
449375	Bladblazers	Wolf Garten LBV 2600 E Bladblazer	2948
450254	Magnetrons	Samsung MC28H5015AW/EF	292
450265	Magnetrons	Samsung MC28H5015AK/EF	168
453955	Switches IT	Netgear GS105E 5-Poorts ProSafe Plus Switch	4794
457721	Terrasverwarmers	Eurom Golden 1800 Comfort RC Terrasverwarmer	4946
459457	Microfoons	Rode NT1-a	2229
461327	Wasmachines	Siemens WM14B262NL	2336
462637	Magnetrons	Domo DO2342CG	2628
464589	elektrische tandenborstels	Philips Sonicare HealthyWhite HX6712/43	2801
464600	Wekkers	Sony ICF-C1T Zwart	3927
464730	Oordopjes	Sony MDR-EX650AP	4055
465329	Koelkasten	Zanussi ZBB28430SL	3043
465674	Magnetrons	Sharp R922STWE	1844
465675	Magnetrons	Sharp R982STWE	2878
466915	Keukenmixers	Kenwood KM287 Prospero	2614
467025	Bloeddrukmeters	Omron M6 Comfort	1977
467622	Koelkasten	Bosch KIV34X20 (INB)	4583
467628	Koelkasten	Siemens KI81RAD30	915
467727	Vaste telefoons	Gigaset A415A Trio	4695
467945	Digitale camera's compact	Sony Cybershot DSC-RX100III	2418
468773	Thermostaten	Netatmo Thermostaat	1838
468925	Switches IT	TP-Link TL-SG108E	1599
468941	Koelkasten	Siemens KI20RV60	4411
470942	Koffieapparaten Filter	Siemens TC86503 zwart	1680
471302	Houders voor tablets	Vogel's TMS 1020 Tablet  Car Pack	4658
473038	Audiostreamers	Logitech Bluetooth Audio Adapter	796
475283	Broodbakmachines	Princess Wake Up Broodbakmachine	4089
475686	Lekplaten	Scanpart Lekbak	4006
477393	Bouwstofzuigers	Karcher WD 3	1931
477399	Bouwstofzuigers	Karcher WD 3 Premium	2735
477411	Bouwstofzuigers	Karcher WD 3 P	4999
477419	Bouwstofzuigers	Karcher WD 6 Premium ME PT	1261
478774	Smart lampen	Philips Friends of HUE Iris Clear Single Pack	2672
480045	Vaste telefoons	Gigaset AL220A Duo Zwart	922
480844	Koffers	American Tourister Bon Air Spinner M Black	1249
480851	Koffers	American Tourister Bon Air Spinner L Black	2467
480858	Koffers	American Tourister Bon Air Spinner S Strict Black	2461
481318	Koffers	Samsonite S'Cure Spinner 75 cm Black	3619
483479	Kruimeldieven	Black & Decker PD1420LP-QW	2910
484969	Babyfoons	Luvion Essential	2828
486403	Laptop sleeves	"Case Logic Sleeve 13"" TS-113 Zwart"	4171
489414	elektrische tandenborstels	Oral-B Pro 600 Cross Action	2317
489583	pc speakers	Bose Companion 2 serie III	2733
491020	Kookplaten	Siemens ET645HF17E	1751
492702	Kookplaten	Domo DO311KP	3056
494282	Fornuizen	Indesit I6VMH2A(X)/NL	4581
496808	Digitale camera's CSC	Sony Alpha A5100 + 16-50mm f/3.5-5.6 OSS zwart	3319
499212	Racesturen	Thrustmaster T300 RS	1883
499831	Ovens	Zanussi ZOB25601XK	4651
500582	Staafmixers	Philips Avance Collection HR1673/90 Staafmixer	4217
500703	Koffieapparaten Filter	Philips HD7697/90	3317
503394	Magnetrons	Whirlpool AMW 545 IX	3307
503409	Magnetrons	Whirlpool AMW 799 IX	4098
504049	Scheerapparaten	Philips Series 9000 S9031/12	3693
504053	Scheerapparaten	Philips Series 9000 S9111/31	3772
505073	Robotstofzuigers	Dyson 360 Eye	3129
505074	pc speakers	Logitech Z213 2.1 Speakersysteem	4412
505656	Thermostaten	Nefit ModuLine Easy	2020
507670	Wifi-repeaters	TP-Link RE200	2268
507807	Stofzuigers	Philips FC8723/09 Performer Expert	650
510137	Radio's	Philips AE5220 Bruin	4486
512478	Wasmachines	Siemens WM16W672NL	1065
514951	Koffieapparaten Cups & Pads	Krups Dolce Gusto Piccolo KP100B (NL)	1657
515409	Afkortzagen	Metabo KGS 216 M Afkortzaag	793
515847	Friteuses	Tefal Oleoclean Pro Inox & Design 3,5L FR8040	2406
515860	Krulborstels	Philips HP8663/00	4970
516598	Waterkokers	Russell Hobbs Buckingham Waterkoker	4432
516873	Audiostreamers	SONOS BOOST	2850
517469	Wasmachines	Bosch WAB28160NL	1545
517548	Afkortzagen	Metabo KGS 254 M Afkortzaag	829
517692	Wasdrogers	Miele TDA 150 C	2018
517804	Afkortzagen	Metabo KGS 305 M 	3415
518933	Printers	Epson WorkForce WF-2630WF	4224
520011	Prullenbakken	Simplehuman Rectangular Touch Bar GFT 24/24 Liter	4880
521959	Carkits	Parrot MiniKit Neo 2 HD Zwart	2477
522816	televisie afstandsbedieningen	Logitech Harmony 350	4206
525099	wifi speakers	Sonos Play:1 Duo Pack Zwart	2046
525116	wifi speakers	Sonos Play:1 Duo Pack Wit 	4984
525556	powerline adapters	Devolo dLAN 1200+ WiFi Starter Kit	1467
525565	powerline adapters	Devolo dLAN 1200+ WiFi Starter Kit (BE)	4621
529352	Schakelaars voor smart lampen	Philips HUE Tap	2248
529902	Flosapparaten	Waterpik WP-660	2079
531671	Stofzuigers	Numatic HVR-180 Henry Eco	3926
532108	Friteuses	Princess Double Black Fryer	3605
533510	Waterkokers	Siemens TW86103P Sensor for Senses Waterkoker	1047
534540	Hoofdtelefoons	Sony MDR-ZX110AP Zwart	3413
536278	Switches IT	TP-Link TL-SG105E	1103
536575	Slowcookers	Crock-Pot Slowcooker 4,7 L	128
543598	Koffieapparaten Espresso Volautomatisch	DeLonghi ECAM20.110.B Magnifica	46
544074	Bouwstofzuigers	Nilfisk Buddy 12	1795
545890	Wifi-repeaters	AVM FRITZ!WLAN 1750E	1621
546029	Mobiele telefoons	Emporia Pure	1803
546083	Mobiele telefoons	Emporia Euphoria	4081
546187	Hoofdtelefoons	Sennheiser RS 175	2729
547050	Mobiele telefoons	Emporia Flip Basic Zwart	2314
548282	Stijltangen	Remington S5505	4475
550613	Waterkokers	Siemens TW86104P Sensor for Senses Waterkoker	3419
550627	versterkers	Yamaha A-S301 Zwart	4754
551036	Rugzakken	Fjallraven K?nken Graphite	4114
551042	Rugzakken	Fjallraven K?nken Ochre	3544
551077	Rugzakken	Fjallraven K?nken Frost Green	4467
551898	Monitoren	Dell Ultrasharp U2415	4724
554084	Stofzuigers	Bestron ABL900SBE	3714
554716	Digitale camera's compact	Panasonic Lumix DMC-TZ57 zwart	2951
557332	Digitale camera's compact	Panasonic Lumix DMC-SZ10 zwart	2130
557429	Thermostaten	Honeywell Round Connected Modulation	1361
557444	Thermostaten	Honeywell Round Connected Wireless On/Off	3370
558886	Magnetrons	Inventum MN325CS	719
559356	Koffieapparaten Espresso Halfautomatisch	DeLonghi EC153.B	4898
559973	Was-droogcombinaties	Indesit IWDC 6145 EU	4698
560322	IP-camera's	Foscam FI9853EP	1607
561148	Personenweegschalen	Medisana BS475	2847
561403	Magnetrons	Samsung MC35J8055KT/EN	1271
561421	Magnetrons	Samsung MS28J5215AB/EN	661
561431	Magnetrons	Samsung MS28J5255US/EN	2509
562255	Hoofdtelefoons	Audio-Technica ATH-M50X Zwart	2001
562411	Koffieapparaten Espresso Volautomatisch	Philips 3000 HD8821/01	1215
563688	pc speakers	Edifier Studio R1280T 2.0 (per paar)	3423
563689	pc speakers	Edifier Studio R1700BT 2.0 (per paar)	4665
563798	Bluetooth headsets	Plantronics M70 Bluetooth Headset	3310
564476	Koffieapparaten Filter	Philips HD7462/20 Daily filterkoffiezetapparaat	2911
564507	Koffieapparaten Filter	Philips HD7478/20 Daily filterkoffiezetapparaat	4444
565163	Wasmachines	Siemens WM16W461NL	1341
565254	Koelkasten	Siemens KI41RAD40	3837
565717	Ladders	Altrex All Round 3-delige reformladder AR 3080 3 x 12	3943
565784	Ovens	Steba KB 28	3511
566925	Tondeuses	Philips HC9450/15	1134
566948	Neustrimmers	Philips NT3160/10	1767
566958	Neustrimmers	Philips NT5180/15	3785
567125	hifi speakers	Bose Acoustimass 10 series V Zwart	2727
567626	Gaming headsets	Kingston HyperX Cloud II Grijs (Gunmetal)	2484
567636	Gaming headsets	Kingston HyperX Cloud II Rood	2015
567701	Strijkijzers	Philips GC9640/60 PerfectCare Elite Silence	453
568136	Fohns	Philips BHD176/00	2118
568803	Autoradio's	Pioneer SPH-DA120	2011
569354	Magnetrons	Inventum MN207S	194
571018	Wasmachines	Bosch WNAT323471NL	116
571055	Wasmachines	Bosch WAW32461NL	1076
571884	Friteuses	Inventum GF431B friteuse	2661
571939	Friteuses	Inventum GF461 friteuse	3440
572560	Melkopschuimers	Inventum MK350 Melkopschuimer	1874
572677	Digitale camera's compact	Nikon Coolpix P900	964
572770	Wasmachines	Samsung WW80J6400CW EcoBubble	164
573140	Koelkasten	Zanussi ZRA40100WA	3942
575037	Grasmaaiers	Wolf Garten A 340 E Grasmaaier	2693
575544	Printers	Epson SureColor SC-P600	4753
577207	Luchtbevochtigers	Medisana AH665	2980
578457	Vacuummachines	Princess Vacuummachine	3838
579958	Wasmachines	Siemens WMN16T3471	475
580148	powerline adapters	TP-Link TL-PA4015PKIT (BE)	4455
581763	Kabels Thuislader	Samsung Thuislader Adaptive Fast Charging	4779
583005	Waterkokers	Russell Hobbs Glass	3408
583338	Routers	TP-Link M7350	562
583607	Magnetrons	Siemens HF24G541	3816
583821	Muizen	HP X3500 Draadloze Muis Zwart	4992
583989	Bodygrooms	Remington BHT250 Delicates & Body Hair Trimmer	877
584010	Baardtrimmers	Remington MB4045 Beard Kit	1996
584161	Magnetrons	Sharp R242INW	552
584186	Magnetrons	Sharp R200WW	2587
584645	Ovens	Siemens HM636GNS1	1765
584658	Ovens	Siemens HB676GBS1	4439
584660	Ovens	Siemens HB675GBS1	4709
584664	Ovens	Siemens HB634GBS1	4406
584698	Ovens	Siemens HB632GBS1	2307
584721	Magnetrons	Siemens BF634LGS1	3767
584738	Magnetrons	Siemens BF634RGS1	3806
584970	Ovens	Siemens CM636GBS1	2249
585063	Wasmachines	Whirlpool FSCR 70410 (BE)	1180
585065	Wasmachines	Whirlpool FSCR 80621 (BE)	3206
586315	wifi speakers	HEOS 3 Zwart	3702
586374	Kabel converters	Apple USB-C naar USB Adapter	418
589294	Bouwstofzuigers	Karcher WD 4 Premium	3571
590114	Deurbellen	Ring Video Doorbell Grijs	416
591452	Stofzuigers	Philips PowerPro Ultimate FC9920/09	3412
591708	Ovens	Bosch HMG636BS1	4014
591983	Digitale camera's compact	Sony CyberShot DSC-HX90	4500
595528	Blu-ray spelers	LG BP350	2955
595944	pc speakers	Bose Companion 50	4408
596874	Foodprocessors	Magimix Cuisine Systeme 4200 XL Mat Chroom	2843
597497	IP-camera's	Foscam C1 Zwart	3731
599673	Dongles voor internettoegang	Huawei E3372s-153 4G Dongle	1907
599784	IP-camera's	Arlo Home HD-cam Single Pack	3469
599988	Magnetrons	Samsung NQ50J3530BS	1287
599991	wateraanvoerslangen	Electrolux E2WIS250A	4248
600730	Microfoons	Rode NT-USB	3242
601097	Hoofdtelefoons	Sony MDR-ZX330BT Zwart	3820
601465	cameralenzen	Canon EF 50mm f/1.8 STM	1995
602416	Smart lampen	Philips Friends of HUE Go Wit	3662
602792	Grasmaaiers	Stiga Collector 40 E	4980
604602	Koffieapparaten Espresso Volautomatisch	Krups EA8150 koffiezetapparaat	138
605188	Koffieapparaten Espresso Halfautomatisch	Solis Grind & Infuse Pro 115	294
605387	Foodprocessors	Magimix Cuisine Systeme 5200 XL Premium Chroom	3930
606413	Tondeuses	Wahl Elite Pro Clipper	2056
607103	Broodbakmachines	Panasonic SD-ZB2512KXE broodbakmachine	2392
607312	Blenders	Moulinex Easysoup	2414
607332	Wasmachines	Samsung WW91J6400CW Eco Bubble (BE)	4237
607835	Kabel converters	Apple Usb-C to VGA Adapter	1665
608152	Kabel converters	Apple usb-C Digital AV Multiport Adapter	1695
608535	Kruimeldieven	Dirt Devil Gator M 137	1975
608819	Harde schijven extern	Seagate Expansion Portable 1 TB	379
608826	Harde schijven extern	Seagate Expansion Portable 2 TB	742
610784	Oordopjes	Bose QuietComfort 20 Android Zwart	4629
610802	Oordopjes	Bose QuietComfort 20i Apple Zwart	4645
611902	Wifi-repeaters	TP-Link RE450	233
613739	Wasdrogers	Siemens WT44E177NL iQ300 iSensoric	875
613766	Kookplaten	Siemens EB0C5PY80N	3127
613881	Rookmelders	Nest Protect V2 (Netstroom)	396
613910	Rookmelders	Nest Protect V2 (Batterij)	41
613920	IP-camera's	Nest Cam Indoor	399
614870	Racesturen	Logitech G29 Driving Force	110
615041	Racesturen	Logitech G920 Driving Force	451
615159	Schakelbakken voor racesturen	Logitech Driving Force Shifter	2305
615711	Koffieapparaten Espresso Volautomatisch	Jura E6 Platina	1496
615747	Koffieapparaten Espresso Volautomatisch	Jura E60 Piano Black	152
615789	Prullenbakken	Joseph Joseph Totem 48 Liter Graphite	4107
615885	autonavigatie	Garmin Camper 660 LMT-D Europa	3033
617238	Wasdrogers	Bosch WTE84105NL	288
618792	Kookplaten	ATAG HI6271T	4647
618803	Kookplaten	ATAG HI7271E	3155
619576	Gaming headsets	Trust GXT 322 Carus	2154
619618	Rugzakken	Fjallraven K?nken Sky Blue	4250
619626	Rugzakken	Fjallraven K?nken Black	3239
620139	Wifi-repeaters	Netgear EX6150	4042
620867	Rugzakken	The North Face Borealis Classic TNF Black/Asphalt Grey	283
622691	Digitale camera's CSC	Sony Alpha A6000 + 16-50mm + 55-210mm zwart	4616
622717	Rekenmachines	Texas Instruments TI-84 plus CE-T	2468
622891	toetsenborden	Logitech K400 Plus Wireless Touch Zwart	4481
622985	Digitale camera's compact	Sony CyberShot DSC-WX500 zwart	1520
623480	Kookplaten	Bosch PKF645B17E	557
623682	Friteuses	Tefal Filtra One FF1621	3975
623759	Rugzakken	The North Face Jester TNF Black	2820
624045	Magnetrons	Inventum IMC6032F	3886
624046	Magnetrons	Inventum IMC6044GT	2151
624050	Droogrekken	Leifheit Tower 340	3335
624384	Telefoonhouders	Urban Revolt Premium Car Holder	3822
624459	Speakers Bluetooth	JBL Xtreme Zwart	865
625870	wifi speakers	Bose SoundTouch 10 Zwart	2888
625886	wifi speakers	Bose SoundTouch 20 III Zwart	2868
625909	Soundbars	Bose Solo 5	1563
625943	Hoofdtelefoons	Bose SoundLink Around-ear wireless II Zwart	1974
