product_id	product_type_name	product_name	encoded_product_id
700611	Gaming stoelen	PlaySeat Evolution Alcantara	653
702845	Hometrainers	Tunturi Cardio Fit B30 Bike	536
704912	Magnetrons	Samsung MC32K7055CK/EN	428
705851	Koelkasten	Samsung RS68N8941SL Family Hub	920
707852	Personenweegschalen	Medisana BS 444	715
708657	Access points	Ubiquiti UniFi AP-AC-LITE	947
708658	Access points	Ubiquiti UniFi AP-AC-LR	965
708659	Access points	Ubiquiti UniFi AP-AC-PRO	234
709164	Monitoren	Samsung LC32F391FWU	662
711560	Koffieapparaten Espresso Volautomatisch	DeLonghi ECAM650.75.MS	674
712014	Oordopjes	Bose SoundSport wireless headphones Zwart	795
713062	Mobiele telefoons	Apple iPhone 7 32 GB Zwart	94
713096	Consoles	Sony PlayStation 4 Pro 1 TB	727
715549	Kookplaten	Siemens EH975LVC1E	803
716400	Stofzuigers	Rowenta Compact Power Cyclonic RO3731	987
720969	Monitoren	Samsung LC24F396FHU	463
722149	Bladblazers	Eurom Gardencleaner 3000	758
722237	Monitoren	Samsung LU28E570DS/EN	579
722566	Contactgrills	Nova Multi Grill 4-in-1	616
723190	Printers	HP OfficeJet Pro 6970 e-All-in-One (T0F33A)	127
723206	Printers	HP OfficeJet Pro 8725 e-All-in-One (K7S35A)	767
725880	Wekkers	Philips Wake-Up Light HF3506/05 Zilver	298
727699	IP-camera's	Nest Cam Outdoor NC2100FD	390
727994	Luchtontvochtigers	Eurom Dry Best 10	934
728001	Luchtontvochtigers	Eurom Dry Best 20 Luchtontvochtiger	953
729271	Wasdrogers	Siemens WT46G4G0NL	866
731608	Magnetrons	Inventum MN203S	117
732057	Rookmelders	Nest Protect V2 Batterij (3 Stuks)	471
732976	Bloeddrukmeters	Omron M7 Intelli IT	634
733030	Kookplaten	Bosch PXV875DC1E	679
733112	Scheerapparaten	Braun Series 9 9291CC	590
733904	Mobiele telefoons	Apple iPhone 7 32 GB Zilver	993
733933	Mobiele telefoons	Apple iPhone 7 128 GB Zwart	381
734127	Mobiele telefoons	Apple iPhone 7 Plus 32 GB Zwart	894
734155	Hoofdtelefoons	JBL E45BT Zwart	707
734699	Deurbellen	Ring Pro	638
735246	Wasmachines	AEG L8FB86ES	332
735720	Koelkasten	Inventum CKV500	728
735725	Koelkasten	Inventum CKK500	570
735819	Vriezers	Inventum CVR500	496
735837	slimme horloges	Garmin Forerunner 35 Black	630
736170	Muizen	Logitech M330 Silent Draadloze Muis Zwart	460
736473	slimme horloges	Samsung Gear S3 Frontier	67
737659	Wasdrogers	AEG T8DE84EW	37
737956	Consoles	Sony PlayStation 4 Slim 500 GB	308
738620	Oordopjes	Apple AirPods	724
738695	Rookmelders	Alecto SA-66 (6 Stuks)	534
739132	Wasmachines	AEG L7FBE86W (BE)	725
740283	Kabel converters	Apple Lightning naar 3,5 mm Jack Adapter	597
741431	laptops	Acer Chromebook R13 CB5-312T-K7SP	817
741532	Friteuses	Philips Airfryer XL HD9247/90 Deep Black	613
742030	Koelkasten	LG GSJ361DIDV	564
742031	Koelkasten	LG GSL360ICEV	331
742297	Monitoren	Samsung LS24F352FHUXEN	696
742298	Robotstofzuigers	iRobot Roomba 960	122
742381	Powerbanks	Trust Urban Powerbank 20000	509
743204	Mediaspelers	Google Chromecast Ultra	49
744918	Hoofdtelefoons	Beats Solo3 Wireless Wit	809
744922	Hoofdtelefoons	Beats Solo3 Wireless Rose Goud	445
744926	Hoofdtelefoons	Beats Solo3 Wireless Matzwart	56
745009	Thermostaten	Honeywell Lyric T6	287
745337	Printers	HP OfficeJet Pro 7740 All-in-One (G5J38A)	402
747874	Scheerapparaten	Philips OneBlade QP2520/30	265
749218	Soundbars	Harman Kardon SB20	676
749709	Vaatwassers	Whirlpool WIC 3C22 P	766
751652	Personenweegschalen	Medisana BS 436 Connect	811
753816	elektrische kachels	Mill SG2000MEC	808
753923	elektrische kachels	Mill SG2000LED Wit	879
755430	Racesturen	Thrustmaster T150 RS Pro	775
757067	Oordopjes	Beats Powerbeats 3 Wireless Zwart	231
758367	Hoofdtelefoons	Sennheiser HD 4.50 BTNC	900
759479	Mobiele telefoons	Samsung Galaxy A5 (2017) Zwart	149
761432	Routers	TP-Link Deco M5 Triple Pack	434
762062	elektrische tandenborstels	Philips Sonicare DiamondClean HX9353/56 Black Deepclean	930
762394	Consoles	Nintendo Switch Rood/Blauw	763
762426	Vaatwassers	AEG FSE72710P	632
762527	elektrische kachels	Eurom Safe-t-Heater 2400	996
764243	Printers	Epson EcoTank ET-2650	240
764255	Wasdrogers	Miele TWE 620 WP	779
764388	Wasmachines	Miele WDB 030 WCS W1 Classic	343
764439	Wasmachines	Miele WDB 020 (BE)	854
764837	Rookmelders	Smartwares RM218/3 (10 jaar)	107
766021	Blenders	Philips Avance Collection Blender HR3655/00	537
766096	Speakers Bluetooth	JBL Flip 4 Zwart	85
766628	Stofzuigers	Philips FC9334/09	115
768183	Wasmachines	LG FH4J5TN8	446
768512	Televisies	Sony KDL-40WE660	387
768570	Kookplaten	Inventum IKI6030	646
768877	Ovens	AEG KMS361000M	432
771863	cradles & docks voor laptops	Hyper USB-C Adapter Met Thunderbolt 3 Grijs	735
772480	Contactgrills	Tefal Panini Grill Inicio	952
773139	Vaatwassers	Siemens SN435S00AE	790
773676	Vaatwassers	Bosch SMV25AX01N	256
774003	Stofzuigers	Bosch Free'e BSGL5409	748
774207	Wasmachines	Haier HW70-BP14636	189
774437	Wasdrogers	Bosch WTYH8770NL	904
774449	autonavigatie	TomTom Start 52 Europa	433
774498	Vaatwassers	Siemens SN678X36TE	723
775412	Was-droogcombinaties	LG F4J6TM0W Direct Drive 	610
776276	Scheerapparaten	Philips Series 5000 S5530/06	239
776307	Baardtrimmers	Philips Series 9000 BT9297/15	566
776413	Wasdrogers	AEG T8DB86ES	275
776442	Televisies	Philips 32PFS6402	71
777069	instant camera's	Fujifilm Instax Mini 9 Ice Blue	489
777278	E-readers	Kobo Aura H2O (edition 2)	353
777326	Koffieapparaten Espresso Volautomatisch	DeLonghi ECAM350.15.B	839
777332	Koffieapparaten Espresso Volautomatisch	DeLonghi ECAM350.55.B	237
778080	Wasmachines	Samsung WW80K6604QW	966
779014	Wasdrogers	Samsung DV70M5020QW/EN	374
779075	Wasdrogers	Samsung DV80M5210QW/EN	504
779638	Kookplaten	Siemens EU611BEB1E	319
779873	Monitoren	Philips 243V7QDAB	142
780130	Powerbanks	Anker PowerCore Powerbank 15.600 mAh Zwart	660
780480	Koelkasten	Samsung BRB260035WW/EF	692
780736	Harde schijven intern SSD	Kingston A400 SSD 480GB	899
780862	Monitoren	Philips 273V7QDAB	403
781786	Koelkasten	Inventum KV1800S	163
781795	Vaatwassers	Inventum VVW6023AS	678
781953	Wasmachines	Haier HW80-BP14636	95
782269	Ovens	Samsung NV66M3571BS/EF	991
782360	Muizen	Logitech MX Master 2S Draadloze Muis Zwart	791
782627	Kookplaten	Samsung NZ64K5747BK/EF	378
782753	laptops	"Apple MacBook Air 13"" (2017) MQD32N/A"	141
782845	laptops	Apple MacBook Pro 13'' (2017) MPXQ2N/A Space Gray	273
783107	Rookmelders	Alecto SA-49/5	712
783282	elektrische tandenborstels	Oral-B PRO 2 2500	468
783291	elektrische tandenborstels	Oral-B PRO 2 2000N	341
784744	slimme horloges	Garmin Forerunner 935	494
785008	Printers	HP OfficeJet 3833 All-in-One	408
785050	Harde schijven extern SSD	Samsung Portable SSD T5 500GB	644
785051	Harde schijven extern SSD	Samsung Portable SSD T5 1TB	248
785738	Telefoonhouders	Azuri Autohouder Universeel Luchtrooster	946
786345	Speakers Bluetooth	JBL Boombox Zwart	702
786480	bruiswater machines	SodaStream Spirit Zwart + 3 flessen	388
786626	Racesturen	Logitech G29 Driving Force + Logitech Driving Force Shifter	333
786687	Televisies	Salora 20LED1600	981
787206	Koffieapparaten Espresso Volautomatisch	Melitta Caffeo Solo Silver Stripes	812
787349	Stofzuigers	Dirt Devil Blade Total Home DD777-3	599
787645	Monitoren	Asus MB16AC	907
787837	Monitoren	AOC i2490PXQU/BT	270
788131	Terrasverwarmers	Eurom Golden 2500 Shadow	883
788258	Koffieapparaten Cups & Pads	Krups Nespresso Essenza Mini XN1108 Zwart	358
788284	Koffieapparaten Cups & Pads	Krups Nespresso Essenza Mini XN110B Grijs	750
788295	Koffieapparaten Cups & Pads	Krups Nespresso Essenza Mini XN1118 Zwart + Melkopschuimer	891
788367	Smart lamp startpakketten	Philips HUE Starter Pack (07-2017)	688
788760	Oordopjes	JBL Tune 110BT Zwart	749
788941	Hoofdtelefoons	Bose QuietComfort 35 II Zwart	53
788942	Hoofdtelefoons	Bose QuietComfort 35 II Zilver	667
789552	Kabels Thuislader	Samsung USB-C Thuislader Quick Charge Zwart	859
789904	Friteuses	Philips Avance Airfryer XXL HD9650/90 Zwart	22
789905	Friteuses	Philips Avance Airfryer XXL HD9652/90 Zwart	321
790097	Stofzuigers	Miele Complete C3 PowerLine Cat&Dog 	693
790452	Wasdrogers	Siemens WT7U4660NL	393
790466	Stofzuigers	Dyson V8 Absolute 2017	17
790545	Monitoren	Samsung LC49HG90	271
790569	Stofzuigers	Miele Complete C3 EcoLine Black Diamond	83
790739	elektrische kachels	Eurom Safe-t-Convect 2200	456
790745	elektrische kachels	Eurom Alutherm 1500 WiFi	246
791470	slimme horloges	Fitbit Ionic Charcoal & Smoke Gray	961
791665	Hoofdtelefoons	Sony WH-H900N Zwart	549
791790	Rookmelders	Alecto SA-43	113
791806	slimme horloges	Garmin Vivoactive 3 Zwart/Zilver	205
791807	slimme horloges	Garmin Vivoactive 3 Zwart/Zwart	532
791809	slimme horloges	Garmin Vivoactive 3 Wit	718
791835	slimme horloges	Garmin Vivomove HR Sport Zwart - L	800
791837	slimme horloges	Garmin Vivomove HR Sport Rose Gold - S	861
792038	Boormachines	DeWalt DCD777S2T-QW  Accuboormachine	550
792374	Stofzuigers	AEG VX8-4-ECO	917
792507	Koffieapparaten Cups & Pads	Philips Senseo Original HD6553/20 Turquoise	420
792508	Koffieapparaten Cups & Pads	Philips Senseo Original HD6553/70 Grijs	280
792509	Koffieapparaten Cups & Pads	Philips Senseo Original HD6553/80 Rood	972
792523	Stofzuigers	AEG LX7-2-CR-A	918
792969	Televisiebeugels	Vogel's Wall 3245 Zwart	864
793130	Soundbars	JBL Bar 5.1	884
793330	Wekkers	Philips Somneo Sleep & Wake-Up Light HF3650/01	222
793664	Mobiele telefoons	Apple iPhone 8 64GB Space Grey	7
793665	Mobiele telefoons	Apple iPhone 8 64GB Zilver	145
793666	Mobiele telefoons	Apple iPhone 8 64GB Goud	153
793672	Mobiele telefoons	Apple iPhone 8 Plus 64GB Space Grey	228
793673	Mobiele telefoons	Apple iPhone 8 Plus 64GB Zilver	511
793674	Mobiele telefoons	Apple iPhone 8 Plus 64GB Goud	450
793696	Rookmelders	Fibaro Smoke Sensor (Werkt met Toon)	609
793777	Mediaspelers	Apple TV 4K 32GB	555
793815	Hoofdtelefoons	JBL E65BT NC Zwart	307
793942	laptops	Acer Chromebook 15 CB515-1HT-C1W7	605
793963	Printers	HP ENVY Photo 6234 All-in-One	184
793993	Printers	HP ENVY Photo 7830 All-in-One	480
794086	Telefoonhoesjes	Apple iPhone 7/8 Silicone Back Cover Zwart	983
794516	Fohns	Remington AC8820 Keratin Protect	665
794570	NAS	Synology DS218+	131
794578	IP-camera's	Nest Cam IQ outdoor camera	694
794611	NAS	Synology DS918+	426
794769	Printers	HP ENVY 5030 All-in-one	253
794770	Mediaspelers	NVIDIA SHIELD TV REMOTE ONLY	618
794845	Printers	Canon PIXMA TS3150	556
794873	Soundbars	Samsung HW-K335	150
794880	Was-droogcombinaties	AEG L7WB86GW	598
795031	Stofzuigers	Philips PowerPro Expert FC9745/09	58
795117	Deurbellen	Ring Video Deurbel 2	77
795386	wifi speakers	SONOS One Zwart	339
795411	Routers	TP-Link Archer C2300	853
795727	Autoradio's	Pioneer SPH-DA230DAB	336
796014	Vaste telefoons	Gigaset A670A Trio	863
796592	Hoofdtelefoons	Beats Studio3 Wireless Mat Zwart	109
796617	Hoofdtelefoons	Beats Studio3 Wireless Blauw	813
796627	Hoofdtelefoons	Beats Studio3 Wireless Grijs 2018	174
796635	Printers	HP LaserJet Pro Color MFP M281fdw	112
796665	Printers	HP DeskJet 2632	478
796817	Soundbars	JBL Bar Studio	643
796996	Routers	Netgear Orbi RBK53 Multiroom wifi	582
797868	NAS	Synology DS218j	372
797906	IP-camera's	Ring Spotlight Cam Wired Zwart	935
797960	Harde schijven extern	WD Elements Portable 4 TB	447
798286	Thermostaten	Nest Learning Thermostat V3 Premium Wit	493
798287	Thermostaten	Nest Learning Thermostat V3 Premium Zwart	219
798353	cradles & docks voor laptops	Satechi SLIM TYPE - C Multiport Adapter Zilver	1000
798356	cradles & docks voor laptops	Satechi SLIM TYPE - C Multiport Adapter Grijs	889
798691	Hometrainers	Tunturi FitCycle 50i Ergometer Bike	476
799246	Radio's	Denver DAB-18	406
799948	Robotstofzuigers	Ecovacs Deebot R97 OZMO930	697
801115	Luchtontvochtigers	Qlima D625	831
801740	Terrasverwarmers	Eurom Golden 1800 Comfort RC Zwart	756
801971	Harde schijven intern SSD	Samsung 860 EVO 500GB 2,5 inch	419
801973	Harde schijven intern SSD	Samsung 860 EVO 1TB 2,5 inch	224
802085	Wasmachines	Whirlpool FWF71683WE EU Fresh Care +	838
802097	Magnetrons	Whirlpool AMW 9607/IX	784
802703	bruiswater machines	SodaStream Crystal Megapack Black + 2 karaffen	984
802892	Magnetrons	Inventum MN308C	151
803385	Stoomreinigers	Karcher SC 4 EasyFix Premium	669
803578	smart home hubs	Google Home	505
804386	Was-droogcombinaties	Samsung WD80J6A00AW/EN EcoBubble	642
804541	Beamers	Optoma HD144X	585
804553	Stofzuigers	Dirt Devil Blade DD767-1	123
805073	Wasmachines	Haier HW80-B14636	21
805230	Oordopjes	Bose SoundSport Free Wireless Zwart	429
805318	Koffieapparaten Cups & Pads	DeLonghi Nespresso Lattissima Touch EN560.B Zwart	236
805489	Soundbars	Sony HT-ZF9	834
805529	Koffieapparaten Espresso Volautomatisch	Philips EP5360/10	318
805532	Koffieapparaten Espresso Volautomatisch	Philips EP5365/10	640
806589	Hoofdtelefoons	Sony WH-CH700N Zwart	143
806855	Harde schijven extern SSD	SanDisk Extreme Portable SSD 1TB	868
806938	Printers	Brother MFC-L2710DW	944
806957	Stofzuigers	Philips SpeedPro Max FC6822/01	487
807173	Digitale camera's SLR	Canon EOS 4000D + 18-55mm DC	306
807362	Stofzuigers	Dyson Cyclone V10 Absolute	279
807916	Gaming stoelen	Trust GXT 707R RESTO Gaming Stoel Rood	641
808236	IP-camera's	Ezviz Husky Air C3W	352
808281	Monitoren	Philips 272B8QJEB/00	568
808339	Wasmachines	Miele WCI 330 W1 PowerWash XL	162
808375	Soundbars	Samsung HW-MS650	658
808392	Televisies	Philips 32PFS5803	134
808393	Televisies	Philips 43PFS5503	593
808394	Televisies	Philips 43PFS5803	208
808405	Televisies	Philips 55PUS7803	553
808552	Stofzuigers	AEG VX7-2-EB-C	148
808748	Gaming headsets	SteelSeries Arctis Pro Wireless	512
808971	Friteuses	Philips Avance Airfryer XXL HD9653/90	356
808972	Friteuses	Philips Avance Airfryer XXL HD9654/90	144
809144	Tablets	Apple iPad (2018) 32 GB Wifi Silver	211
809145	Tablets	Apple iPad (2018) 32 GB Wifi Gold	700
809148	Tablets	Apple iPad (2018) 32 GB Wifi Space Gray	104
809152	Tablets	Apple iPad (2018) 128 GB Wifi Silver	762
809171	Koffieapparaten Espresso Volautomatisch	Siemens EQ.6 Plus S100 TE651209RW	757
809204	Koffieapparaten Espresso Volautomatisch	Siemens EQ.6 Plus S700 TE657319RW	807
809573	Televisies	LG OLED55C8P	268
809680	Tablets	Apple iPad (2018) 128 GB Wifi Space Gray	68
810799	singleboardcomputers	Raspberry Pi 3 Model B+ Starters Kit	483
810859	Speakers Bluetooth	JBL Xtreme 2 Zwart	976
810883	Speakers Bluetooth	JBL Go 2 Zwart	913
811014	Hoofdtelefoons	JBL T460BT	404
811042	Koelkasten	Samsung RS68N8222S9/EF	887
811102	Koelkasten	Samsung RS66N8101S9/EF	969
811113	Wasmachines	AEG L6FBI86S	258
811114	Wasdrogers	AEG T7DBN460	272
811160	Koelkasten	Samsung RS68N8221B1/EF	455
811215	receivers	Yamaha HTR-4071 Zwart	312
811300	Koelkasten	Haier A3FE735CGJE Easy Access	656
811843	Deurbellen	Nest Hello (Zonder Installatie)	124
812099	Koffieapparaten Espresso Volautomatisch	Philips Latte Go EP5335/10	738
812182	E-readers	Kobo Clara HD	165
812197	Robotstofzuigers	iRobot Roomba 671	167
812481	Koffieapparaten Espresso Volautomatisch	Jura E6 Dark Inox	710
812602	Powerbanks	Trust Primo Thin Powerbank 10.000 mAh Zwart	680
812696	Wasmachines	AEG L7FB60Y	951
812795	Koelkasten	Samsung RB33N340NSA/EF	27
812814	Vaatwassers	Siemens SN658X03TE	764
813048	Vriezers	Bosch GSN36VW3P	571
813445	Hoofdtelefoons	Beats Studio3 Wireless Decade Collection Zwart/Rood	621
813502	Wasdrogers	Haier HD80-B636W	76
813509	Was-droogcombinaties	LG F4J6VG0W Direct Drive	259
813657	Vriezers	Bosch GSN29UW3V BE	657
813755	laptops	Acer Chromebook Spin 15 CP315-1H-P75Z	845
813770	Routers	TP-Link Deco M9 Plus Triple Pack	154
813771	Routers	TP-Link Deco P7 Plus Triple Pack	482
813825	laptops	HP Pavilion 17-ab464nb Azerty	850
813826	Soundbars	SONOS BEAM Zwart	243
814177	slimme horloges	Garmin Vivoactive 3 Music Zwart	438
814248	Monitoren	AOC 24B1H	193
814371	Oordopjes	JBL Tune 205BT Zwart	531
814405	Oordopjes	JBL Endurance SPRINT Zwart	170
814411	Radio's	JBL Tuner Zwart	663
814494	DJ controllers	Pioneer DDJ-400	626
814582	Koelkasten	Inventum SK010	203
814600	Stofzuigers	AEG CX7-1-30IW	789
814684	Televisies	Samsung UE43NU7020	89
814686	Televisies	Samsung UE50NU7020	30
814688	Televisies	Samsung UE65NU7020	74
814788	Beamers	Nebula Capsule	847
814951	Rugzakken	The North Face Vault TNFBlack	890
815492	cradles & docks voor laptops	Hyper Pro USB C 8 In 2 Docking Station Space Gray	968
816107	Oordopjes	Jabra Elite 65t Titanium/Zwart	625
816152	Oordopjes	Jabra Elite Active 65t Blauw	216
816153	Luchtontvochtigers	DeLonghi AriaDry Light DNS65	871
816157	laptops	Microsoft Surface Go - 4 GB - 64 GB	210
816158	laptops	Microsoft Surface Go - 8 GB - 128 GB	78
816331	Speakers Bluetooth	JBL Flip 3 Stealth Edition	125
816340	Friteuses	Tefal Easy Fry Precision EY4018	214
817187	Tablets	Samsung Galaxy Tab A 10.5 Wifi Zwart	925
817217	slimme horloges	Samsung Galaxy Watch 46mm Silver BE	324
817220	slimme horloges	Samsung Galaxy Watch 42mm Rose Gold NL	528
817221	slimme horloges	Samsung Galaxy Watch 46mm Silver NL	39
817222	slimme horloges	Samsung Galaxy Watch 42mm Midnight Black NL	155
817285	laptops	Lenovo Chromebook S330 81JW0008MH	55
817318	Hoofdtelefoons	Sony WH-1000XM3 Zwart	8
817322	Hoofdtelefoons	Sony WH-1000XM3 Zilver	296
817501	slimme horloges	Fossil Q Explorist Gen 4 FTW4018	507
817591	Stofzuigers	Philips SpeedPro Max FC6823/01	199
817691	Luchtontvochtigers	Comfee MDDF-16DEN3	369
817710	office software	Microsoft Office 365 Personal Abonnement 1 jaar NL	391
817713	office software	Microsoft Office 2019 Thuisgebruik en Zelfstandigen NL	479
817721	office software	Microsoft Office 2019 Thuisgebruik en Studenten NL	100
817732	Koffieapparaten Espresso Volautomatisch	Jura E8 Dark Inox (2018)	508
817952	Thermostaten	Tado Slimme Thermostaat V3+	560
817954	Thermostaten	Tado Slimme Radiator Thermostaat Starterspakket	706
817978	Televisies	Philips 32PHS4503	173
818088	Scheerapparaten	Philips Series 9000 Prestige SP9820/12	734
818235	Mobiele telefoons	Apple iPhone 8 64GB Space Gray + Silicone Back Cover	588
818240	Mobiele telefoons	Apple iPhone 8 64GB Space Gray + Leather Back Cover	962
818289	elektrische tandenborstels	Philips Sonicare ProtectiveClean 4300 HX6807/63	714
818359	Koffieapparaten Espresso Volautomatisch	Philips Latte Go EP5330/10	491
818362	Koffieapparaten Filter	Philips Grind & Brew HD7769/00	722
818369	slimme horloges	Fitbit Charge 3 Zwart / Grafiet	59
818372	slimme horloges	Fitbit Charge 3 Blauwgrijs / Rosegoud	79
818429	Speakers Bluetooth	JBL Charge 4 Zwart	289
818451	slimme horloges	Michael Kors Access Runway Gen 4 Display Smartwatch MKT5045	488
818506	Oordopjes	JBL Free X Zwart	118
818515	Hoofdtelefoons	JBL Tune500BT Zwart	466
818882	Televisies	Philips 55OLED903 - Ambilight	698
818961	Televisies	Samsung The Frame UE43LS03	285
819113	draadloze opladers	Belkin Boost Up Qi Bold Draadloze Oplader Stand Universeel	617
819116	Stofzuigers	Philips Performer Silent FC8780/09	518
819142	Stofzuigers	Philips Performer Silent Cat & Dog FC8784/09	182
819148	Digitale camera's SLR	Nikon D3500 + AF-P DX 18-55mm f/3.5-5.6G VR	384
819196	Action camera's	GoPro HERO7 Black	136
819197	Action camera's	GoPro HERO7 Silver	798
819199	Action camera's	GoPro HERO7 White	677
819240	Robotstofzuigers	iRobot Roomba e5	459
819300	Mobiele telefoons	Apple iPhone Xs 64 GB Space Gray	362
819326	Mobiele telefoons	Apple iPhone Xs 256 GB Space Gray	577
819332	Mobiele telefoons	Apple iPhone Xs Max 256 GB Space Gray	926
819337	Monitoren	AOC C24G1	252
819338	Monitoren	AOC C27G1	61
819339	Monitoren	AOC C32G1	576
819344	Mobiele telefoons	Apple iPhone Xr 64 GB Wit	185
819345	Mobiele telefoons	Apple iPhone XR 64 GB Zwart	13
819348	Mobiele telefoons	Apple iPhone Xr 256 GB Zwart	967
819368	slimme horloges	Apple Watch Series 4 44mm Space Gray Aluminium/Zwarte Sportb	843
819563	slimme horloges	Garmin Vivoactive 3 Music Blauw/Rosegoud	606
819669	Magnetrons	Samsung MC455TERCBB/EN	645
819772	Stofzuigers	Miele Complete C3 Powerline Cat&Dog Zwart	806
819783	Mobiele telefoons	Xiaomi Mi A2 lite Dual Sim 32GB zwart	659
819913	slimme horloges	Fitbit Charge 3 SE Graphite/White	467
