product_id	product_type_name	product_name	encoded_product_id
66098	Tondeuses	Wahl Deluxe Chrome Pro Tondeuse	1577
78180	Wireless presenters	Logitech R400 Draadloze Presenter	2731
90249	Switches IT	Netgear GS105GE 5-Poorts Gigabit Netwerk Switch	1611
90250	Switches IT	Netgear GS108 8-Poorts Gigabit Netwerk Switch	2026
95155	Statieven	Hama Statief Star 63	1322
101105	Rugzakken	Case Logic Laptop Rugzak 17,3'' Zwart VNB217	1292
126502	Koffieapparaten Cups & Pads	Magimix Nespresso Pixie Metal Grey M110	1493
131068	Koffieapparaten Espresso Volautomatisch	DeLonghi ECAM22.110B Magnifica	595
131069	Koffieapparaten Espresso Volautomatisch	DeLonghi ECAM22.110SB MagnificaS	348
140640	Foodprocessors	Magimix Cuisine Systeme 5200 XL mat chroom keukenmachine	1566
140685	Keukenmixers	Bosch MUM54230 STYLINE Keukenmachine	1862
147346	Koffieapparaten Filter	Princess Coffee Maker And Grinder Deluxe	1860
147372	Vaste telefoons	Gigaset SL910A	1474
149840	Stuurwielen voor racesturen	Thrustmaster Ferrari F1 Wheel Add-on	2564
152514	Scheerapparaten	Philips PT860/16 PowerTouch	2075
154321	HDMI kabels	Veripart HDMI-kabel Verguld 1.5 meter	1346
155454	Broodbakmachines	Panasonic SD2500WXE Broodbakmachine	2844
157087	Broodbakmachines	Kenwood BM450 Broodbakmachine	2242
157117	Broodbakmachines	Domo B3970 Broodbakmachine	2513
158021	Audiostreamers	Sonos Connect	2115
168119	Afkortzagen	Makita LS1018LN	2295
168437	Zaagtafels	DeWalt DW745 Tafelzaag	2886
171765	Muizen	Logitech Wireless Mouse M705	2400
172298	Laptop sleeves	"Case Logic Sleeve 14,1"" Zwart LAPS114K"	1614
182332	Papiervernietigers	Rexel Alpha CC	2241
186266	Pannen	BK Conical+ Pannenset 5-delig	2926
196245	Koffieapparaten Espresso Volautomatisch	Melitta Caffeo Solo & Milk Zilver	1524
206348	Koffiemolens	Baratza Encore	2515
207303	Zaagtafels	Bosch PTS 10 Tafelcirkelzaag	2383
208722	Bladblazers	Gardena ErgoJet 3000 bladblazer	1745
212826	Contactgrills	Tefal Minute Grill GC2058	2413
214687	Magnetrons	Bosch HMT72M420	1726
217699	Pannen	BK Q-linair Master Glas Pannenset 5-delig	1131
219001	Laptop sleeves	"Case Logic Sleeve 13,3"" LAPS-113"	1536
